,Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,year,month,day
4625,104625,4441,2023-07-12,Online,Netflix,Travel,3424.8,Debit Card,Approved,Raymondfort,2023,7,12
4630,104630,2679,2023-07-12,Online,Target,Electronics,4600.4,PayPal,Approved,Thomasport,2023,7,12
4634,104634,2177,2023-07-13,Online,Netflix,Entertainment,4150.55,Credit Card,Approved,North Robertville,2023,7,13
4636,104636,1618,2023-07-13,Online,Netflix,Groceries,1332.95,Debit Card,Approved,Chelseafort,2023,7,13
4643,104643,2723,2023-07-13,Online,Apple Store,Entertainment,1007.15,PayPal,Approved,New Ashley,2023,7,13
4647,104647,4872,2023-07-13,Online,Uber,Entertainment,2760.73,Debit Card,Approved,Alexanderton,2023,7,13
4659,104659,1112,2023-07-14,Online,Amazon,Electronics,2666.25,UPI,Approved,New Barbara,2023,7,14
4662,104662,1638,2023-07-14,Online,Target,Groceries,4647.37,PayPal,Approved,Sarahchester,2023,7,14
4663,104663,2029,2023-07-14,Online,Walmart,Entertainment,4087.14,UPI,Declined,South Beckyshire,2023,7,14
4676,104676,2508,2023-07-14,Online,Netflix,Entertainment,3525.8,Credit Card,Approved,South Michaelberg,2023,7,14
4678,104678,2952,2023-07-14,Online,Walmart,Clothing,2389.26,Debit Card,Pending,Jasonfurt,2023,7,14
4679,104679,1360,2023-07-14,Online,Netflix,Electronics,4491.91,UPI,Declined,Elizabethtown,2023,7,14
4681,104681,4842,2023-07-15,Online,BestBuy,Groceries,4985.36,Debit Card,Approved,Ruizton,2023,7,15
4690,104690,1286,2023-07-15,Online,Apple Store,Clothing,3494.44,Debit Card,Approved,Smithmouth,2023,7,15
4693,104693,2358,2023-07-15,Online,Amazon,Travel,2595.86,PayPal,Approved,Evansfort,2023,7,15
4698,104698,3884,2023-07-15,Online,Walmart,Dining,3039.07,Debit Card,Approved,Williamsview,2023,7,15
4699,104699,4431,2023-07-15,Online,Amazon,Dining,4519.63,Credit Card,Approved,Wuchester,2023,7,15
4703,104703,3076,2023-07-15,Online,Uber,Travel,3497.47,Debit Card,Approved,Carrollchester,2023,7,15
4717,104717,3785,2023-07-16,Online,BestBuy,Travel,1364.18,Debit Card,Approved,Port Gregory,2023,7,16
4721,104721,1066,2023-07-16,Online,Uber,Entertainment,2045.25,UPI,Approved,West Barbaramouth,2023,7,16
4728,104728,2495,2023-07-17,Online,Apple Store,Travel,2488.26,PayPal,Approved,Port Jeremyville,2023,7,17
4730,104730,4681,2023-07-17,Online,Target,Entertainment,1196.5,PayPal,Approved,North Clifford,2023,7,17
4739,104739,1612,2023-07-17,Online,Target,Electronics,1710.89,Credit Card,Approved,Port Susanfurt,2023,7,17
4749,104749,3760,2023-07-17,Online,Netflix,Entertainment,3596.28,Debit Card,Approved,Petersonfurt,2023,7,17
4755,104755,1726,2023-07-18,Online,Target,Travel,1358.99,Debit Card,Approved,West Suzanne,2023,7,18
4761,104761,2065,2023-07-18,Online,BestBuy,Travel,4994.28,Debit Card,Approved,East Stephenchester,2023,7,18
4765,104765,3257,2023-07-18,Online,Walmart,Clothing,3058.86,PayPal,Approved,West Joannchester,2023,7,18
4770,104770,4084,2023-07-18,Online,Walmart,Entertainment,2206.93,Debit Card,Pending,Heatherstad,2023,7,18
4776,104776,2326,2023-07-19,Online,Amazon,Entertainment,2580.13,Credit Card,Approved,Marymouth,2023,7,19
4779,104779,4233,2023-07-19,Online,BestBuy,Electronics,3081.36,PayPal,Pending,New Stephen,2023,7,19
4783,104783,2268,2023-07-19,Online,Uber,Clothing,2844.73,PayPal,Approved,Santanaburgh,2023,7,19
4792,104792,3164,2023-07-19,Online,Netflix,Electronics,3081.62,Debit Card,Approved,North Matthew,2023,7,19
4793,104793,1650,2023-07-19,Online,Walmart,Clothing,3807.49,UPI,Approved,Lake Sydneyborough,2023,7,19
4795,104795,3780,2023-07-19,Online,Uber,Electronics,1777.42,PayPal,Approved,Codyfort,2023,7,19
4813,104813,4967,2023-07-20,Online,Walmart,Clothing,1795.26,PayPal,Approved,East Bradley,2023,7,20
4815,104815,3534,2023-07-20,Online,Netflix,Dining,4529.45,Debit Card,Approved,West Jillchester,2023,7,20
4828,104828,4978,2023-07-21,Online,Uber,Groceries,3919.72,PayPal,Approved,Port Dannyberg,2023,7,21
4836,104836,3872,2023-07-21,Online,Netflix,Travel,4442.43,Credit Card,Approved,Port Jessica,2023,7,21
4837,104837,3605,2023-07-21,Online,Apple Store,Groceries,4397.25,PayPal,Approved,Laurastad,2023,7,21
4848,104848,4252,2023-07-22,Online,Apple Store,Electronics,4059.69,UPI,Approved,Christophermouth,2023,7,22
4862,104862,4634,2023-07-22,Online,Apple Store,Clothing,3139.74,Credit Card,Approved,Kramermouth,2023,7,22
4863,104863,3340,2023-07-22,Online,Netflix,Clothing,2542.04,UPI,Approved,Duffymouth,2023,7,22
4866,104866,2410,2023-07-22,Online,Walmart,Clothing,3445.48,PayPal,Approved,Johnmouth,2023,7,22
4871,104871,4557,2023-07-22,Online,Apple Store,Entertainment,3037.15,Debit Card,Approved,Stephenview,2023,7,22
4878,104878,1308,2023-07-23,Online,Amazon,Dining,2833.85,Debit Card,Approved,Greenland,2023,7,23
4881,104881,4598,2023-07-23,Online,Netflix,Electronics,4771.83,UPI,Approved,East Angelicaville,2023,7,23
4884,104884,4908,2023-07-23,Online,Target,Clothing,4040.07,Debit Card,Approved,Josephport,2023,7,23
4886,104886,3010,2023-07-23,Online,Uber,Travel,3527.13,Debit Card,Approved,Port Andrea,2023,7,23
4892,104892,2028,2023-07-23,Online,Uber,Dining,4244.21,UPI,Declined,South Amy,2023,7,23
4894,104894,2354,2023-07-23,Online,Apple Store,Dining,1425.95,Debit Card,Approved,East Theresaland,2023,7,23
4902,104902,4932,2023-07-24,Online,Apple Store,Groceries,3921.57,Credit Card,Approved,Brownfort,2023,7,24
4904,104904,2729,2023-07-24,Online,BestBuy,Groceries,3374.52,Credit Card,Approved,New Ashley,2023,7,24
4905,104905,2285,2023-07-24,Online,Netflix,Clothing,4940.87,UPI,Approved,South Kristy,2023,7,24
4909,104909,2135,2023-07-24,Online,Apple Store,Groceries,2938.27,PayPal,Approved,East Michael,2023,7,24
4911,104911,3110,2023-07-24,Online,BestBuy,Entertainment,4060.74,PayPal,Approved,South Rebekahside,2023,7,24
4921,104921,3343,2023-07-25,Online,Netflix,Entertainment,1964.43,UPI,Declined,Jamesshire,2023,7,25
4924,104924,2036,2023-07-25,Online,Netflix,Dining,3456.29,UPI,Approved,Bauerport,2023,7,25
4930,104930,2910,2023-07-25,Online,Target,Groceries,3292.15,Credit Card,Approved,Ericburgh,2023,7,25
4932,104932,4406,2023-07-25,Online,Amazon,Entertainment,4298.0,UPI,Approved,East Hannah,2023,7,25
4933,104933,3232,2023-07-25,Online,BestBuy,Clothing,4051.45,Debit Card,Approved,Mayville,2023,7,25
4934,104934,1945,2023-07-25,Online,Apple Store,Clothing,4596.1,Credit Card,Declined,North Andrewmouth,2023,7,25
4942,104942,4305,2023-07-25,Online,Netflix,Entertainment,3961.44,Credit Card,Pending,Nelsonton,2023,7,25
4943,104943,3942,2023-07-25,Online,Uber,Groceries,1687.23,Credit Card,Approved,Rachelborough,2023,7,25
4946,104946,1311,2023-07-26,Online,Amazon,Travel,1651.41,PayPal,Approved,Port Adam,2023,7,26
4958,104958,4396,2023-07-26,Online,Apple Store,Travel,2239.67,PayPal,Approved,South Jenniferstad,2023,7,26
4959,104959,3496,2023-07-26,Online,Target,Clothing,2015.07,UPI,Approved,Harperstad,2023,7,26
4965,104965,3207,2023-07-26,Online,Amazon,Electronics,2301.06,UPI,Declined,Mcgeefort,2023,7,26
4968,104968,3186,2023-07-27,Online,Netflix,Electronics,3083.6,PayPal,Pending,West Charlotteside,2023,7,27
4978,104978,3515,2023-07-27,Online,Uber,Dining,1296.87,Credit Card,Approved,Kristinafurt,2023,7,27
4979,104979,2295,2023-07-27,Online,Target,Dining,3897.83,UPI,Declined,South Rachelside,2023,7,27
4988,104988,4606,2023-07-27,Online,Amazon,Entertainment,1693.67,PayPal,Approved,East Emilyborough,2023,7,27
4989,104989,2517,2023-07-27,Online,Target,Groceries,3434.61,Credit Card,Approved,Port Nathan,2023,7,27
4996,104996,3270,2023-07-28,Online,Netflix,Dining,1395.05,Debit Card,Approved,Charlesberg,2023,7,28
4997,104997,2390,2023-07-28,Online,Target,Electronics,1326.21,Credit Card,Declined,New Thomas,2023,7,28
5005,105005,2822,2023-07-28,Online,Target,Travel,4111.36,PayPal,Approved,Lake Hector,2023,7,28
5006,105006,1545,2023-07-28,Online,Apple Store,Entertainment,2658.62,PayPal,Approved,South Richardfort,2023,7,28
5010,105010,2720,2023-07-28,Online,Walmart,Groceries,1297.48,UPI,Approved,Jonesville,2023,7,28
5014,105014,2216,2023-07-28,Online,Netflix,Entertainment,4655.41,UPI,Approved,Andersonberg,2023,7,28
5021,105021,3492,2023-07-29,Online,Netflix,Clothing,1134.05,PayPal,Approved,North Michaelmouth,2023,7,29
5024,105024,1016,2023-07-29,Online,Uber,Groceries,3576.43,Credit Card,Approved,Jenniferburgh,2023,7,29
5025,105025,2267,2023-07-29,Online,Apple Store,Electronics,2858.89,Debit Card,Approved,Gonzalezborough,2023,7,29
5029,105029,2547,2023-07-29,Online,BestBuy,Groceries,1740.78,Credit Card,Pending,Lake Dana,2023,7,29
5034,105034,1543,2023-07-29,Online,Walmart,Groceries,1784.4,Credit Card,Approved,New Elizabethhaven,2023,7,29
5051,105051,4393,2023-07-30,Online,Walmart,Travel,2067.87,Credit Card,Approved,Pollardside,2023,7,30
5056,105056,4458,2023-07-30,Online,BestBuy,Electronics,4171.68,Credit Card,Approved,Shelbyfurt,2023,7,30
5064,105064,4211,2023-07-31,Online,Amazon,Electronics,2587.38,PayPal,Approved,Richardsport,2023,7,31
5068,105068,4375,2023-07-31,Online,Target,Groceries,3163.23,Debit Card,Approved,West Mariobury,2023,7,31
5077,105077,1356,2023-07-31,Online,BestBuy,Entertainment,3222.14,Debit Card,Approved,Lake Zacharymouth,2023,7,31
5079,105079,4498,2023-07-31,Online,Uber,Groceries,2834.24,Credit Card,Approved,West Crystalhaven,2023,7,31
5094,105094,4765,2023-08-01,Online,Apple Store,Dining,3479.79,PayPal,Approved,Lake Susanhaven,2023,8,1
5101,105101,3006,2023-08-01,Online,Walmart,Dining,1242.35,PayPal,Approved,West Sallybury,2023,8,1
5115,105115,4562,2023-08-02,Online,Amazon,Groceries,2325.57,UPI,Approved,Davidland,2023,8,2
5118,105118,1528,2023-08-02,Online,Apple Store,Travel,2707.11,Debit Card,Approved,West Shannonfurt,2023,8,2
5119,105119,3843,2023-08-02,Online,Target,Travel,2282.56,Debit Card,Approved,Lake Brenda,2023,8,2
5125,105125,3925,2023-08-02,Online,Walmart,Entertainment,2078.99,Credit Card,Approved,Harrisport,2023,8,2
5128,105128,1236,2023-08-02,Online,Target,Entertainment,4611.32,PayPal,Approved,Lake Colleen,2023,8,2
5132,105132,1409,2023-08-02,Online,Walmart,Groceries,2329.63,Credit Card,Approved,Petertown,2023,8,2
5138,105138,1173,2023-08-03,Online,Target,Groceries,4336.33,PayPal,Approved,West Michael,2023,8,3
5145,105145,4509,2023-08-03,Online,Walmart,Electronics,1936.36,UPI,Approved,Perezview,2023,8,3
5151,105151,4912,2023-08-03,Online,Amazon,Electronics,2637.34,PayPal,Approved,Dyerville,2023,8,3
5152,105152,3176,2023-08-03,Online,Netflix,Dining,1556.41,PayPal,Approved,Michaeltown,2023,8,3
5158,105158,3264,2023-08-03,Online,Netflix,Groceries,1943.36,Debit Card,Approved,New Emilymouth,2023,8,3
5161,105161,3853,2023-08-04,Online,Apple Store,Dining,1689.17,Credit Card,Declined,West Wendy,2023,8,4
5170,105170,1910,2023-08-04,Online,Uber,Groceries,2867.21,Debit Card,Approved,Nancyview,2023,8,4
5172,105172,1283,2023-08-04,Online,Walmart,Clothing,4009.47,Debit Card,Approved,Port Todd,2023,8,4
5187,105187,2706,2023-08-05,Online,Netflix,Clothing,4924.01,Debit Card,Approved,South Robertport,2023,8,5
5189,105189,3740,2023-08-05,Online,Netflix,Clothing,3662.39,UPI,Pending,Port Dustinhaven,2023,8,5
5190,105190,1572,2023-08-05,Online,Uber,Dining,4513.95,Debit Card,Approved,Henryland,2023,8,5
5194,105194,3462,2023-08-05,Online,BestBuy,Electronics,4234.62,UPI,Approved,North Anthonyfort,2023,8,5
5197,105197,4818,2023-08-05,Online,Target,Travel,2618.33,Debit Card,Approved,Langshire,2023,8,5
5198,105198,4716,2023-08-05,Online,Uber,Groceries,3845.31,PayPal,Approved,Torresmouth,2023,8,5
5199,105199,4678,2023-08-05,Online,BestBuy,Entertainment,1701.17,PayPal,Approved,Port Joshuaburgh,2023,8,5
5222,105222,1952,2023-08-06,Online,BestBuy,Groceries,4228.18,PayPal,Approved,West Amber,2023,8,6
5223,105223,3640,2023-08-06,Online,Walmart,Electronics,2280.85,PayPal,Approved,Lindsayberg,2023,8,6
5226,105226,1589,2023-08-06,Online,Apple Store,Electronics,4864.99,PayPal,Approved,South Ronaldchester,2023,8,6
5228,105228,3170,2023-08-06,Online,BestBuy,Groceries,3328.48,Credit Card,Approved,Haileyside,2023,8,6
5237,105237,4180,2023-08-07,Online,Walmart,Electronics,4062.88,UPI,Approved,Edwardsstad,2023,8,7
5242,105242,1890,2023-08-07,Online,Walmart,Dining,3929.68,Debit Card,Approved,Lake Paulastad,2023,8,7
5243,105243,4290,2023-08-07,Online,Apple Store,Entertainment,2252.72,UPI,Approved,Danielburgh,2023,8,7
5249,105249,3242,2023-08-07,Online,BestBuy,Groceries,3153.07,UPI,Approved,Brittanyville,2023,8,7
5252,105252,4022,2023-08-07,Online,Walmart,Groceries,1423.54,Debit Card,Pending,Whitebury,2023,8,7
5257,105257,4130,2023-08-08,Online,Apple Store,Entertainment,1082.93,Debit Card,Approved,Ericaton,2023,8,8
5264,105264,3858,2023-08-08,Online,Walmart,Electronics,4967.65,Debit Card,Approved,South Deniseborough,2023,8,8
5265,105265,4800,2023-08-08,Online,Target,Entertainment,4840.03,PayPal,Declined,Lauramouth,2023,8,8
5272,105272,3221,2023-08-08,Online,Amazon,Groceries,3598.97,UPI,Approved,South Laura,2023,8,8
5276,105276,4357,2023-08-08,Online,Netflix,Groceries,4063.3,Debit Card,Approved,South Daniel,2023,8,8
5279,105279,2343,2023-08-08,Online,Netflix,Groceries,1899.49,PayPal,Approved,West Jamie,2023,8,8
5281,105281,2158,2023-08-09,Online,BestBuy,Dining,4599.26,PayPal,Approved,West Jeremy,2023,8,9
5287,105287,3804,2023-08-09,Online,Uber,Clothing,4279.66,Debit Card,Approved,West Johnny,2023,8,9
5289,105289,1228,2023-08-09,Online,Apple Store,Electronics,2135.5,PayPal,Declined,Welchmouth,2023,8,9
5292,105292,1785,2023-08-09,Online,Target,Travel,4008.0,PayPal,Approved,Millerland,2023,8,9
5294,105294,1751,2023-08-09,Online,BestBuy,Clothing,3528.06,Debit Card,Approved,Katherineville,2023,8,9
5301,105301,2260,2023-08-09,Online,Netflix,Dining,4588.87,UPI,Approved,Taylormouth,2023,8,9
5302,105302,1755,2023-08-09,Online,Walmart,Clothing,4125.59,Credit Card,Approved,Williamstown,2023,8,9
5306,105306,1360,2023-08-10,Online,Uber,Entertainment,3946.83,Debit Card,Approved,Wrightton,2023,8,10
5308,105308,2597,2023-08-10,Online,Walmart,Electronics,2359.28,Credit Card,Approved,New Jason,2023,8,10
5309,105309,2919,2023-08-10,Online,Amazon,Electronics,3350.79,PayPal,Approved,Wileyland,2023,8,10
5310,105310,1534,2023-08-10,Online,Amazon,Clothing,1055.92,Debit Card,Approved,Lake Jasonport,2023,8,10
5311,105311,1759,2023-08-10,Online,BestBuy,Travel,3311.33,Credit Card,Approved,Sarahland,2023,8,10
5314,105314,2100,2023-08-10,Online,Walmart,Entertainment,4885.09,Debit Card,Approved,Christinaton,2023,8,10
5318,105318,3289,2023-08-10,Online,Uber,Electronics,3659.87,Credit Card,Approved,New Emily,2023,8,10
5320,105320,3668,2023-08-10,Online,Uber,Dining,2923.71,PayPal,Approved,Raymondmouth,2023,8,10
5321,105321,4748,2023-08-10,Online,BestBuy,Groceries,2257.54,Credit Card,Approved,Turnerchester,2023,8,10
5326,105326,1662,2023-08-10,Online,Target,Electronics,4020.44,Credit Card,Approved,South Adrianaburgh,2023,8,10
5328,105328,3065,2023-08-11,Online,BestBuy,Dining,3174.42,Debit Card,Approved,South Kim,2023,8,11
5330,105330,1113,2023-08-11,Online,Netflix,Electronics,2748.1,Credit Card,Approved,Rodneyfurt,2023,8,11
5334,105334,4424,2023-08-11,Online,Walmart,Electronics,1854.17,PayPal,Approved,Allenchester,2023,8,11
5339,105339,1763,2023-08-11,Online,Amazon,Travel,2753.1,PayPal,Approved,West Joseph,2023,8,11
5341,105341,2011,2023-08-11,Online,Apple Store,Dining,4532.78,Credit Card,Approved,Allenland,2023,8,11
5346,105346,4493,2023-08-11,Online,Apple Store,Travel,1258.38,UPI,Approved,Port Toddstad,2023,8,11
5351,105351,3249,2023-08-11,Online,Netflix,Clothing,2823.63,PayPal,Approved,Port Anthonychester,2023,8,11
5363,105363,4021,2023-08-12,Online,Apple Store,Groceries,1222.32,Debit Card,Approved,Elijahville,2023,8,12
5364,105364,1777,2023-08-12,Online,Amazon,Groceries,1780.75,Debit Card,Approved,Millerton,2023,8,12
5378,105378,1665,2023-08-13,Online,Apple Store,Electronics,2453.68,UPI,Approved,Greenmouth,2023,8,13
5379,105379,2989,2023-08-13,Online,Target,Entertainment,2633.66,Credit Card,Approved,Alexanderside,2023,8,13
5381,105381,1227,2023-08-13,Online,Amazon,Electronics,3823.68,Credit Card,Approved,Rogersview,2023,8,13
5395,105395,3551,2023-08-13,Online,Target,Dining,4540.8,Credit Card,Pending,Floresview,2023,8,13
5401,105401,2048,2023-08-14,Online,Apple Store,Travel,1590.05,Credit Card,Approved,North Amandatown,2023,8,14
5406,105406,2720,2023-08-14,Online,Walmart,Groceries,2912.36,UPI,Approved,South Jeffreymouth,2023,8,14
5407,105407,2163,2023-08-14,Online,Walmart,Dining,2261.95,Credit Card,Approved,Rachelfort,2023,8,14
5418,105418,1592,2023-08-14,Online,Netflix,Groceries,2433.79,Credit Card,Approved,Lake Mariatown,2023,8,14
5424,105424,2953,2023-08-15,Online,Uber,Entertainment,1566.58,Credit Card,Approved,Leeport,2023,8,15
5429,105429,1923,2023-08-15,Online,Apple Store,Clothing,2255.03,Credit Card,Approved,Port Charles,2023,8,15
5437,105437,4000,2023-08-15,Online,Uber,Clothing,1253.28,PayPal,Pending,Castilloport,2023,8,15
5440,105440,4303,2023-08-15,Online,Netflix,Entertainment,1090.58,Debit Card,Approved,Lake Phillip,2023,8,15
5441,105441,2095,2023-08-15,Online,Walmart,Dining,1717.52,Credit Card,Approved,East Ashleyburgh,2023,8,15
5446,105446,4468,2023-08-15,Online,Walmart,Dining,4124.7,Credit Card,Declined,Cartermouth,2023,8,15
5448,105448,2244,2023-08-16,Online,Amazon,Entertainment,1828.15,UPI,Declined,Dianaland,2023,8,16
5461,105461,1140,2023-08-16,Online,Apple Store,Entertainment,4027.18,PayPal,Approved,South Lorichester,2023,8,16
5469,105469,4262,2023-08-16,Online,Uber,Dining,1652.63,UPI,Approved,Nicholashaven,2023,8,16
5474,105474,4692,2023-08-17,Online,BestBuy,Travel,3515.15,PayPal,Approved,Molinaton,2023,8,17
5486,105486,1608,2023-08-17,Online,Netflix,Dining,2302.2,Credit Card,Approved,Port Paulmouth,2023,8,17
5487,105487,4593,2023-08-17,Online,Amazon,Travel,3707.66,Credit Card,Approved,Dukeview,2023,8,17
5497,105497,3978,2023-08-18,Online,Apple Store,Clothing,2981.13,UPI,Approved,Rubenton,2023,8,18
