Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,66572,5333.48,5338.64,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,66572,11928.75,5258.13,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,66572,332.57,181.87,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,66572,1958.96,181.89,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,56967.5537,12764.91,,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,56754.8877,1412.9,,13
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,56493.14,386.9,,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,52641.5788,971.42,,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,53833.9239,1265.9,,13
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,49558.5358,315.91,,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,49558.5358,2715.92,,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,46681.279,1256.7,,12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,M,43724,32.12,,13
ABS,Alcohol Beverage Services,ABS 85 Montrose,F,98228,,,N21
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,6524.88,265.46,,14
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,68828.7375,118.43,,14
ABS,Alcohol Beverage Services,ABS 85 Montrose,F,6267.631,111.23,,14
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,6826.785,2291.3,,N18
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,57288.6346,3173.36,,14
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,24779.7941,115.67,,12
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,2447.6555,269.9,,12
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,23234.4498,513.17,,12
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,96373.7146,444.81,,N21
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,825.66,1542.12,,N18
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,63537.76,917.75,,14
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,6695.9781,273.3,,14
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,F,52456.494,169.94,,14
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,21862,373.11,,12
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,21862,2291.7,,12
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,F,21862,286.9,,12
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,F,21862,25.87,,12
ABS,Alcohol Beverage Services,ABS 85 Olney,M,5649.8477,19.29,,12
ABS,Alcohol Beverage Services,ABS 85 Olney,M,82127.4773,,,N21
ABS,Alcohol Beverage Services,ABS 85 Olney,F,8613.16,,,N18
ABS,Alcohol Beverage Services,ABS 85 Olney,M,72463,12.42,224.96,14
ABS,Alcohol Beverage Services,ABS 85 Olney,M,58849.4861,59.5,,14
ABS,Alcohol Beverage Services,ABS 85 Olney,M,43419.9888,119.86,,12
ABS,Alcohol Beverage Services,ABS 85 Olney,M,21862,89.99,,12
ABS,Alcohol Beverage Services,ABS 85 Poolesville,M,98228,,4186.86,N21
ABS,Alcohol Beverage Services,ABS 85 Poolesville,M,44584.418,7.34,,12
ABS,Alcohol Beverage Services,ABS 85 Poolesville,F,22627.17,17.98,,12
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,9316.5256,,,N21
ABS,Alcohol Beverage Services,ABS 85 Potomac,F,53257.6,66.93,,12
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,6695.9433,14.42,,14
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,21862,86.59,,12
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,68435.9,492.59,,N18
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,44754.6895,82.95,,12
ABS,Alcohol Beverage Services,ABS 85 Potomac,F,51415.123,754.3,,14
ABS,Alcohol Beverage Services,ABS 85 Potomac,M,22551.3425,277.32,,12
ABS,Alcohol Beverage Services,ABS 85 Purchasing,M,98228,,6716.14,21
ABS,Alcohol Beverage Services,ABS 85 Purchasing,M,117424,,,N25
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,66572,142.24,5258.2,12
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,117424,27.83,513.3,N25
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,F,117424.5,,374.9,N25
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,111169.46,,,N25
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,F,8493.9612,122.46,,N18
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,F,17367,,597.58,23
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,175861.23,,,M2
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,117424,,,N25
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,M,137728,,,M2
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,95577.7529,2181.56,,N21
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,F,646.9766,886.16,,14
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,31656.1616,,,12
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,68435.9,871.21,,N18
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,F,41943.6254,26.8,,12
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,2447.6555,295.69,,12
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,51349.433,354.42,,14
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,F,22551.3425,16.59,,12
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,M,4811.2,3281.38,,14
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,6267.6289,148.5,,14
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,6826.8268,,,N18
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,F,46144.8787,94.16,,12
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,2334.6395,685.65,,12
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,2334.6395,81.55,,12
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,21862,192,,12
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,87284.655,,,N21
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,66572,44.92,4371.3,12
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,68742.771,1336.2,,N17
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,52641.67,142.26,,12
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,5879.69,5558.23,,13
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,55943.3646,4371.5,,12
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,52429.5417,335.88,,12
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,46468.63,235.89,,12
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,4895.282,555.46,,12
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,69442,851.47,173.61,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,82436,6822.92,,N17
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,69442,1863.9,1128.53,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,69442,2172.14,26.43,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,93986,2335.54,,N2
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,69442,27.94,3276.22,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,69442,3.7,549.6,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,62226.1953,141.61,,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,57221.2677,2271.67,,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,47882.6381,1111.78,,12
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,5159.9832,1895.7,,13
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,M,4923,684.2,,12
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,M,98228,,,N21
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,F,8613,,,N18
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,F,45974.7155,457.36,,12
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,M,6282.332,1219.22,,14
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,M,59457.9,2349.19,,14
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,M,41943.6288,267.73,,12
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,M,24779.5625,999.65,,12
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,F,21862,77.27,,12
ABS,Alcohol Beverage Services,ABS 85 Westwood,M,88161.3,211.9,,N21
ABS,Alcohol Beverage Services,ABS 85 Westwood,F,77645.6571,,,N18
ABS,Alcohol Beverage Services,ABS 85 Westwood,M,27969.1632,37.81,,12
ABS,Alcohol Beverage Services,ABS 85 Westwood,M,72463,475.6,,14
ABS,Alcohol Beverage Services,ABS 85 Westwood,M,45974.7155,133.13,,12
ABS,Alcohol Beverage Services,ABS 85 Westwood,F,63215.24,1586.18,,14
ABS,Alcohol Beverage Services,ABS 85 Westwood,M,21862,43.28,,12
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,72463,1351.22,5733.78,14
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,94713.3,656.47,,N21
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,53257.6,126.72,1276.43,12
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,53257.6,448.45,,12
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,6267.631,1674.66,,14
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,64734.1,458.52,,N18
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,19695.5,168.48,,12
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,21862,,,12
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,98228,98.86,,N21
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,53257.6,28.57,,12
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,8613,,3665.62,N18
ABS,Alcohol Beverage Services,ABS 85 White Oak,F,45974.7317,21.95,,12
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,26326.1254,149.5,,12
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,42494.2127,,,12
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,6267.6289,2424.98,,14
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,6695.9661,2764.86,,14
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,2334.6395,129.51,,12
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,M,117424,,,N25
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,M,144631.86,,,M3
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,M,157272.3,,,M2
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,M,111843.34,22653.38,,M3
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,M,1628.89,,,M3
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,F,98228,,7816.14,21
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,M,98228,,7816.14,21
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,F,98228,,4658.57,21
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,M,98228,698.49,2143.23,21
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,M,93995.2835,572.17,,21
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,M,71238.34,2971.91,,21
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,M,87936.5,,,M2
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,63733,1363.23,,21
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,97333,1782.71,,21
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,65833,221.76,,21
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,19252.5,,,N5
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,72463,2123.92,1177.6,14
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,93321.8756,188.58,,N21
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,8613,,,N18
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,45974.7155,228.5,,12
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,21862,1.59,,12
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,5886.9814,1167.19,,14
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,F,23234.4498,115.61,,12
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,F,2334.6395,145.3,,12
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,F,21862,17.54,,12
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,75621.2,1519.42,3572.79,15
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,7643.76,5864.53,,15
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,6124,3866.6,2881.5,1
BOA,Board of Appeals Department,BOA 2 Board of Appeals Division,F,8613,,3665.64,N18
BOA,Board of Appeals Department,BOA 2 Board of Appeals Division,F,7444.588,414.75,,N16
BOA,Board of Appeals Department,BOA 2 Executive Director,F,15294,,,M3
BOE,Board of Elections,BOE 24 Absentee Voting,F,78611.2515,,,16
BOE,Board of Elections,BOE 24 Absentee Voting,F,98228,,717.18,21
BOE,Board of Elections,BOE 24 Absentee Voting,F,78947,,1278.63,16
BOE,Board of Elections,BOE 24 Director,M,176948,,,M1
BOE,Board of Elections,BOE 24 Director's Office,F,88514.8779,1587.23,,N21
BOE,Board of Elections,BOE 24 Director's Office,F,15294,,,M3
BOE,Board of Elections,BOE 24 Director's Office,M,758,,,N21
BOE,Board of Elections,BOE 24 Election Judge Recruitment,F,8613,,,N18
BOE,Board of Elections,BOE 24 Election Judge Recruitment,F,17367,,,N23
BOE,Board of Elections,BOE 24 Election Judge Recruitment,M,98228,434.51,4658.57,21
BOE,Board of Elections,BOE 24 Election Judge Recruitment,F,8613,496.76,,N18
BOE,Board of Elections,BOE 24 Election Judge Recruitment,F,82656.625,152.3,,N21
BOE,Board of Elections,BOE 24 Election Operations,F,17367,279.81,1744.73,N23
BOE,Board of Elections,BOE 24 Information Technology Division,F,1345,,,N28
BOE,Board of Elections,BOE 24 Information Technology Division,M,16349.6188,17.62,,23
BOE,Board of Elections,BOE 24 Information Technology Division,F,98228,,,21
BOE,Board of Elections,BOE 24 Information Technology Division,M,64693,,,1
BOE,Board of Elections,BOE 24 Information Technology Division,M,64693,349.91,,16
BOE,Board of Elections,BOE 24 Information Technology Division,M,6,,,16
BOE,Board of Elections,BOE 24 Information Technology Division,M,7927,434.78,,19
BOE,Board of Elections,BOE 24 Polling Place Management,M,97195.937,,,21
BOE,Board of Elections,BOE 24 Polling Place Management,M,78947,,5626.5,16
BOE,Board of Elections,BOE 24 Polling Place Management,M,82656.625,,,21
BOE,Board of Elections,BOE 24 Polling Place Management,M,52427.38,,,12
BOE,Board of Elections,BOE 24 Registration Services,F,98228,194.93,7816.14,21
BOE,Board of Elections,BOE 24 Registration Services,M,7839.7319,225.12,,16
BOE,Board of Elections,BOE 24 Registration Services,F,783.953,,,16
BOE,Board of Elections,BOE 24 Registration Services,F,73697.953,,,16
BOE,Board of Elections,BOE 24 Registration Services,F,6285.35,9.66,,16
BOE,Board of Elections,BOE 24 Registration Services,F,6285.35,,,16
BOE,Board of Elections,BOE 24 Registration Services,F,59693,43.49,,16
BOE,Board of Elections,BOE 24 Registration Services,M,55922,,,16
BOE,Board of Elections,BOE 24 Registration Services,M,6193,86.82,,16
BOE,Board of Elections,BOE 24 Registration Services,F,5438,,,16
CAT,County Attorney's Office,CAT 3 Administration,F,17367,,458.14,N23
CAT,County Attorney's Office,CAT 3 Administration,M,19346.3,,,M1
CAT,County Attorney's Office,CAT 3 Administration,F,65874.3129,,,N16
CAT,County Attorney's Office,CAT 3 County Attorney,M,258,,,EX1
CAT,County Attorney's Office,CAT 3 County Attorney's Office,F,15294,,,M3
CAT,County Attorney's Office,CAT 3 County Attorney's Office,M,157124.231,,,N32
CAT,County Attorney's Office,CAT 3 County Attorney's Office,M,125,,,N32
CAT,County Attorney's Office,CAT 3 County Attorney's Office,F,64514.655,,,N15
CAT,County Attorney's Office,CAT 3 Finance and Procurement,F,15882,,,N32
CAT,County Attorney's Office,CAT 3 Finance and Procurement,F,15882,,258.63,N32
CAT,County Attorney's Office,CAT 3 Finance and Procurement,F,17367,,458.14,N23
CAT,County Attorney's Office,CAT 3 Finance and Procurement,F,13457.95,,4283.93,N25
CAT,County Attorney's Office,CAT 3 Finance and Procurement,F,78947,,3357.62,N16
CAT,County Attorney's Office,CAT 3 Finance and Procurement,F,78947,,3357.62,N16
CAT,County Attorney's Office,CAT 3 Finance and Procurement,F,71199.1131,,,N16
CAT,County Attorney's Office,CAT 3 Finance and Procurement,M,175873,,,M2
CAT,County Attorney's Office,CAT 3 Finance and Procurement,F,2521.5,,,N5
CAT,County Attorney's Office,CAT 3 Finance and Procurement,F,74951.9522,,,N16
CAT,County Attorney's Office,CAT 3 Finance and Procurement,F,15882,,,N32
CAT,County Attorney's Office,CAT 3 Finance and Procurement,F,15882,,,N32
CAT,County Attorney's Office,CAT 3 Finance and Procurement,M,156196.36,,,N32
CAT,County Attorney's Office,CAT 3 Government Operations,F,175873,,1191.6,M2
CAT,County Attorney's Office,CAT 3 Government Operations,F,144896.79,,,N32
CAT,County Attorney's Office,CAT 3 Government Operations,F,15882,,6793.7,N32
CAT,County Attorney's Office,CAT 3 Government Operations,F,15882,,,N32
CAT,County Attorney's Office,CAT 3 Government Operations,F,91193,,,N24
CAT,County Attorney's Office,CAT 3 Government Operations,F,14137,,,N27
CAT,County Attorney's Office,CAT 3 Health and Human Services,F,15882,,6793.7,N32
CAT,County Attorney's Office,CAT 3 Health and Human Services,F,17367,817.36,,N23
CAT,County Attorney's Office,CAT 3 Health and Human Services,M,175873,,,M2
CAT,County Attorney's Office,CAT 3 Health and Human Services,F,15374.1816,,,N32
CAT,County Attorney's Office,CAT 3 Health and Human Services,F,11896.3813,,,N23
CAT,County Attorney's Office,CAT 3 Health and Human Services,F,14274.6287,,,N32
CAT,County Attorney's Office,CAT 3 Health and Human Services,F,131799.8872,,,N32
CAT,County Attorney's Office,CAT 3 Health and Human Services,F,128289.57,,,N32
CAT,County Attorney's Office,CAT 3 Health and Human Services,F,129156.17,,,N32
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,175873,,2637.61,M2
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,175873,,,M2
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,15882,,6793.7,N32
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,8613,,3665.64,N18
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,16151.836,,,N23
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,15882,,,N32
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,15374.1812,,,N32
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,M,115,,,N27
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,11882.7954,,,N23
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,149618.2786,431.6,,N32
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,14414.2394,,,N32
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,137555.9755,,,N32
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,M,153588.92,,,N32
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,137768.6441,,,N32
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,M,126263.1829,,,N32
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,12798.69,,,N32
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,F,128333,,,N32
CAT,County Attorney's Office,CAT 3 Insurance Defense Litigation,M,155,,,N32
CAT,County Attorney's Office,CAT 3 Labor Relations and Public Safety,M,14625.94,,,N32
CAT,County Attorney's Office,CAT 3 Labor Relations and Public Safety,F,175873,,,M2
CAT,County Attorney's Office,CAT 3 Labor Relations and Public Safety,F,14429.655,,,N32
CAT,County Attorney's Office,CAT 3 Labor Relations and Public Safety,M,15882,,,N32
CAT,County Attorney's Office,CAT 3 Labor Relations and Public Safety,F,14713.7175,,,N32
CAT,County Attorney's Office,CAT 3 Labor Relations and Public Safety,F,15882,,,N32
CAT,County Attorney's Office,CAT 3 Labor Relations and Public Safety,M,15874.9173,,,N32
CAT,County Attorney's Office,CAT 3 Labor Relations and Public Safety,M,126774.627,,,N32
CAT,County Attorney's Office,CAT 3 Support Services,F,17367,,458.14,N23
CAT,County Attorney's Office,CAT 3 Support Services,F,78947,,,N16
CAT,County Attorney's Office,CAT 3 Support Services,F,78947,26.91,1282.97,N16
CAT,County Attorney's Office,CAT 3 Support Services,F,69442,,1128.53,N13
CAT,County Attorney's Office,CAT 3 Support Services,F,78947,,,N16
CAT,County Attorney's Office,CAT 3 Support Services,F,76427.7294,,,N16
CAT,County Attorney's Office,CAT 3 Support Services,F,7455.8768,521,,N16
CAT,County Attorney's Office,CAT 3 Support Services,M,61678.2576,,,N13
CAT,County Attorney's Office,CAT 3 Support Services,F,6363.5229,,,N15
CAT,County Attorney's Office,"CAT 3 Zoning, Land Use and Economic Development",M,14145.3932,,,N32
CAT,County Attorney's Office,"CAT 3 Zoning, Land Use and Economic Development",M,175873,,,M2
CAT,County Attorney's Office,"CAT 3 Zoning, Land Use and Economic Development",F,15882,,2395.99,N32
CAT,County Attorney's Office,"CAT 3 Zoning, Land Use and Economic Development",M,15882,,6793.7,N32
CAT,County Attorney's Office,"CAT 3 Zoning, Land Use and Economic Development",M,137891.8794,,,N32
CAT,County Attorney's Office,"CAT 3 Zoning, Land Use and Economic Development",M,13221.9715,,,N32
