Voter_ID,Age,Income,Education_Level,Gender,Employment_Status,Marital_Status,Children,Own_House,City_Type,Political_Interest,Voting_History,Internet_Usage_Hours,TV_Watch_Hours,News_Following,Preferred_News_Source,Religious,Environmental_Concern,Trust_in_Government,Party_Vote
861,74,146743,No Formal Education,Female,Self-employed,Widowed,1,Yes,Suburban,Low,Always,5,2,Never,Newspaper,Yes,High,High,NO
862,44,15163,Master,Male,Unemployed,Divorced,5,No,Suburban,High,Rarely,4,4,Occasionally,Newspaper,Yes,High,High,NO
863,72,56424,High School,Other,Self-employed,Married,4,Yes,Suburban,High,Always,4,8,Regularly,Social Media,No,Low,Low,NO
864,50,37420,High School,Male,Employed,Single,3,Yes,Urban,High,Rarely,3,0,Never,TV,No,Low,High,YES
865,85,135575,High School,Male,Unemployed,Divorced,3,No,Suburban,Low,Often,1,8,Regularly,TV,No,Medium,High,NO
866,83,44300,Bachelor,Male,Employed,Single,4,No,Urban,Medium,Always,5,3,Occasionally,TV,Yes,High,Medium,YES
867,27,104881,Bachelor,Male,Unemployed,Single,4,No,Suburban,High,Always,8,3,Never,Social Media,Yes,Low,Medium,YES
868,22,25749,PhD,Male,Student,Divorced,0,No,Urban,Low,Rarely,0,3,Never,Social Media,No,High,High,NO
869,55,119131,PhD,Other,Student,Divorced,1,No,Suburban,High,Never,6,9,Never,Social Media,No,Low,High,YES
870,30,143563,PhD,Female,Student,Married,4,Yes,Suburban,High,Rarely,5,8,Never,Social Media,Yes,Medium,High,NO
871,48,52487,Bachelor,Male,Employed,Married,4,No,Suburban,Medium,Never,2,5,Regularly,Social Media,No,High,Low,YES
872,64,36223,Bachelor,Other,Retired,Widowed,2,No,Rural,High,Rarely,0,7,Occasionally,TV,No,Low,Medium,YES
873,69,87930,PhD,Male,Unemployed,Single,5,No,Rural,Medium,Often,3,3,Occasionally,Internet,No,High,Low,NO
874,73,43380,PhD,Male,Student,Married,4,Yes,Suburban,Low,Always,8,2,Never,Social Media,No,Low,Medium,NO
875,32,41035,No Formal Education,Female,Unemployed,Widowed,1,No,Urban,High,Rarely,1,0,Occasionally,Internet,Yes,Low,Medium,YES
876,46,45620,PhD,Male,Employed,Married,5,No,Urban,Low,Often,2,9,Regularly,Newspaper,No,Low,Medium,NO
877,25,132360,No Formal Education,Other,Retired,Divorced,5,No,Suburban,Low,Rarely,1,6,Occasionally,Newspaper,No,High,High,YES
878,22,68352,Master,Other,Employed,Married,3,Yes,Rural,Low,Always,1,3,Regularly,Social Media,No,Low,Medium,NO
879,46,18191,Bachelor,Female,Unemployed,Single,3,Yes,Urban,High,Rarely,9,7,Regularly,Newspaper,No,Medium,Low,YES
880,64,105536,PhD,Male,Retired,Married,3,No,Rural,Medium,Never,7,2,Occasionally,Internet,Yes,High,Medium,YES
881,85,119576,Bachelor,Other,Retired,Single,3,Yes,Urban,High,Always,2,0,Regularly,Newspaper,No,Medium,Low,YES
882,62,18631,Bachelor,Male,Employed,Divorced,2,No,Suburban,Low,Never,6,4,Regularly,Newspaper,No,Medium,Medium,YES
883,19,57080,Bachelor,Male,Student,Single,4,Yes,Rural,Medium,Often,7,1,Regularly,Internet,No,High,Medium,YES
884,44,105353,Master,Male,Unemployed,Married,3,No,Urban,Low,Often,2,2,Regularly,Newspaper,No,Low,High,NO
885,53,43671,High School,Female,Self-employed,Widowed,0,Yes,Suburban,Medium,Rarely,1,5,Never,Social Media,No,Medium,Low,YES
886,53,137811,PhD,Male,Self-employed,Divorced,3,No,Suburban,High,Never,7,2,Occasionally,Internet,Yes,High,Medium,NO
887,43,142734,High School,Other,Employed,Married,4,No,Suburban,Medium,Never,2,2,Never,Internet,No,Low,Medium,NO
888,60,66399,High School,Male,Unemployed,Divorced,3,Yes,Rural,High,Always,6,5,Regularly,TV,No,High,Low,YES
889,44,22099,High School,Other,Unemployed,Divorced,2,No,Rural,Low,Never,0,4,Occasionally,TV,Yes,High,Medium,YES
890,86,71492,Bachelor,Male,Employed,Married,1,No,Suburban,Medium,Never,5,9,Regularly,Internet,No,High,High,NO
891,37,111722,No Formal Education,Other,Unemployed,Married,1,No,Rural,Low,Always,8,8,Occasionally,Internet,Yes,Low,Low,YES
892,28,45111,Bachelor,Other,Student,Widowed,4,No,Urban,Medium,Always,2,0,Never,TV,No,Medium,High,YES
893,55,78936,Bachelor,Male,Employed,Divorced,1,Yes,Suburban,High,Never,6,2,Occasionally,Social Media,Yes,Medium,Low,NO
894,23,75920,High School,Male,Student,Divorced,1,No,Suburban,Medium,Rarely,5,2,Regularly,Newspaper,Yes,High,Low,NO
895,89,78530,Bachelor,Other,Unemployed,Married,0,Yes,Rural,Medium,Always,7,5,Occasionally,Newspaper,No,High,Low,NO
896,40,22788,High School,Female,Employed,Single,4,Yes,Suburban,High,Always,2,7,Occasionally,Newspaper,Yes,Low,Medium,NO
897,64,43082,No Formal Education,Male,Unemployed,Married,4,Yes,Urban,High,Never,2,2,Never,Internet,No,High,Low,NO
898,63,138287,PhD,Female,Employed,Divorced,1,Yes,Rural,High,Never,3,2,Regularly,Social Media,Yes,High,Low,NO
899,29,104570,High School,Male,Unemployed,Married,1,No,Rural,Medium,Always,2,5,Occasionally,TV,Yes,High,Low,YES
900,30,116015,No Formal Education,Male,Student,Widowed,1,No,Suburban,Low,Never,8,7,Never,Social Media,No,Medium,High,NO
901,79,98588,PhD,Male,Student,Single,5,Yes,Suburban,Medium,Always,3,5,Occasionally,Social Media,Yes,High,Low,NO
902,77,103340,Master,Male,Unemployed,Married,2,No,Suburban,Medium,Rarely,5,9,Regularly,Newspaper,No,Medium,Medium,YES
903,60,109439,High School,Female,Employed,Widowed,3,Yes,Rural,Low,Rarely,7,2,Occasionally,TV,Yes,Low,Low,YES
904,85,130053,High School,Male,Self-employed,Divorced,2,No,Suburban,High,Always,7,3,Occasionally,Social Media,Yes,Low,Low,YES
905,22,63355,Master,Other,Student,Married,4,No,Urban,Medium,Always,4,0,Occasionally,TV,No,Medium,High,YES
906,54,140426,Master,Other,Student,Divorced,0,No,Suburban,Low,Often,4,7,Occasionally,Internet,No,Medium,Medium,YES
907,89,79027,High School,Female,Self-employed,Widowed,3,Yes,Suburban,High,Often,5,3,Regularly,Newspaper,Yes,Medium,Medium,YES
908,48,107601,Master,Male,Unemployed,Divorced,0,Yes,Rural,High,Never,9,5,Never,TV,No,Medium,Medium,NO
909,26,44956,Bachelor,Other,Employed,Widowed,5,No,Suburban,Medium,Never,6,2,Never,Internet,No,High,Low,YES
910,68,119797,PhD,Female,Unemployed,Widowed,4,Yes,Rural,High,Always,9,5,Occasionally,Internet,Yes,Medium,Low,YES
911,46,139917,PhD,Male,Retired,Widowed,5,Yes,Suburban,High,Always,6,8,Regularly,Internet,Yes,Medium,Medium,YES
912,57,141303,PhD,Other,Student,Married,4,No,Urban,Low,Often,3,8,Regularly,Social Media,No,Medium,Medium,YES
913,58,57533,Bachelor,Other,Retired,Divorced,0,Yes,Urban,Low,Often,5,9,Regularly,Social Media,Yes,High,High,NO
914,28,93815,Master,Female,Student,Divorced,0,No,Rural,High,Always,6,2,Regularly,Newspaper,No,High,Medium,YES
915,40,54279,No Formal Education,Male,Student,Single,0,No,Rural,Low,Rarely,4,2,Regularly,Newspaper,No,High,Low,YES
916,18,124787,Master,Male,Retired,Single,4,No,Suburban,High,Rarely,4,3,Regularly,Internet,No,Low,Low,NO
917,63,76063,High School,Other,Retired,Single,1,Yes,Suburban,Medium,Never,1,6,Occasionally,Newspaper,No,High,Low,NO
918,38,142896,PhD,Other,Unemployed,Single,0,No,Urban,Low,Always,6,2,Never,Social Media,No,Medium,High,NO
919,53,112661,Master,Other,Retired,Divorced,5,No,Suburban,High,Always,5,9,Never,Newspaper,No,High,Medium,YES
920,71,138257,No Formal Education,Male,Unemployed,Widowed,3,Yes,Urban,High,Never,0,7,Occasionally,TV,Yes,High,Low,NO
921,74,101205,High School,Female,Unemployed,Widowed,4,Yes,Rural,Low,Often,3,7,Never,Social Media,No,Medium,High,NO
922,18,21910,Bachelor,Female,Unemployed,Married,5,Yes,Suburban,Low,Often,2,5,Regularly,Internet,Yes,High,High,NO
923,80,61857,Bachelor,Male,Student,Widowed,2,Yes,Rural,Medium,Rarely,2,3,Regularly,Internet,No,Low,Low,YES
924,71,49964,No Formal Education,Female,Student,Divorced,2,No,Suburban,High,Always,6,4,Never,Newspaper,Yes,High,High,YES
925,72,32153,High School,Other,Retired,Divorced,3,Yes,Urban,Medium,Often,9,1,Regularly,Social Media,Yes,Low,High,NO
926,57,74765,PhD,Female,Student,Divorced,1,Yes,Rural,Medium,Rarely,3,5,Regularly,Internet,Yes,Low,Low,YES
927,32,123212,Master,Female,Retired,Married,0,Yes,Rural,Medium,Rarely,7,2,Never,Internet,No,Low,High,YES
928,38,54071,High School,Female,Student,Single,4,Yes,Suburban,Low,Rarely,8,5,Occasionally,Social Media,Yes,Medium,Low,YES
929,64,127990,Bachelor,Other,Employed,Widowed,5,No,Rural,Medium,Often,2,4,Never,Social Media,Yes,High,Low,YES
930,70,84519,No Formal Education,Male,Employed,Divorced,0,Yes,Urban,Low,Often,4,1,Never,Internet,No,Low,High,YES
931,26,24503,No Formal Education,Other,Retired,Divorced,5,No,Rural,Low,Always,3,4,Never,Newspaper,Yes,Low,Low,NO
932,69,110457,Master,Male,Student,Single,4,Yes,Rural,Medium,Always,9,4,Never,Newspaper,Yes,High,Low,NO
933,74,60838,No Formal Education,Male,Student,Divorced,2,No,Suburban,Medium,Rarely,5,8,Occasionally,Newspaper,No,Medium,Medium,NO
934,43,140200,No Formal Education,Male,Unemployed,Widowed,0,No,Rural,High,Rarely,9,7,Occasionally,TV,Yes,Medium,Low,NO
935,58,104489,High School,Female,Self-employed,Married,3,Yes,Suburban,Medium,Often,3,6,Regularly,Social Media,Yes,Low,Medium,YES
936,52,41806,PhD,Female,Retired,Divorced,1,No,Suburban,High,Often,7,2,Regularly,Internet,No,Medium,Medium,NO
937,80,85119,Master,Male,Self-employed,Widowed,3,Yes,Rural,Medium,Always,2,9,Never,TV,Yes,High,Medium,NO
938,42,53714,High School,Male,Self-employed,Divorced,1,No,Urban,Medium,Always,4,3,Regularly,Newspaper,Yes,Medium,Medium,YES
939,55,70419,PhD,Female,Retired,Single,5,No,Suburban,Medium,Never,0,5,Occasionally,TV,Yes,High,High,YES
940,19,120432,High School,Other,Student,Divorced,0,No,Rural,Medium,Always,5,2,Regularly,Internet,Yes,Low,High,YES
941,24,107949,High School,Male,Retired,Divorced,0,Yes,Suburban,High,Often,4,8,Regularly,Internet,No,High,Low,YES
942,51,148533,No Formal Education,Other,Self-employed,Married,1,No,Urban,High,Rarely,7,7,Regularly,Social Media,No,Low,Low,NO
943,34,91971,PhD,Female,Student,Single,2,Yes,Urban,Medium,Never,8,5,Never,Newspaper,No,High,Low,YES
944,60,108471,Master,Male,Employed,Single,4,No,Suburban,Medium,Always,7,3,Regularly,Newspaper,No,High,High,YES
945,76,79946,Master,Other,Retired,Married,3,No,Urban,High,Always,7,6,Occasionally,TV,Yes,Medium,Medium,YES
946,68,113989,PhD,Other,Retired,Divorced,5,No,Rural,Low,Often,2,2,Occasionally,Newspaper,No,High,High,YES
947,71,99080,No Formal Education,Other,Student,Widowed,3,No,Rural,Low,Never,3,9,Occasionally,TV,No,Low,High,YES
948,41,92794,Bachelor,Female,Employed,Single,3,No,Suburban,Low,Always,3,7,Occasionally,Internet,Yes,High,Low,YES
949,42,45841,High School,Female,Employed,Single,5,No,Urban,High,Rarely,4,0,Regularly,Internet,Yes,Low,Low,NO
950,88,139447,No Formal Education,Other,Student,Divorced,5,Yes,Rural,High,Often,8,2,Never,Internet,Yes,Low,Low,NO
951,69,135029,PhD,Other,Unemployed,Divorced,0,Yes,Rural,Low,Never,8,4,Occasionally,Internet,No,High,Medium,NO
952,87,91272,High School,Female,Retired,Single,3,Yes,Rural,Low,Always,9,4,Occasionally,Internet,Yes,Medium,Medium,YES
953,50,52643,Master,Other,Retired,Divorced,4,No,Suburban,Medium,Always,0,9,Never,TV,Yes,High,High,YES
954,66,58950,Bachelor,Other,Self-employed,Widowed,4,Yes,Suburban,High,Never,7,1,Never,Internet,Yes,High,Medium,NO
955,46,115500,Master,Female,Student,Single,1,No,Rural,High,Often,0,9,Occasionally,TV,No,Medium,Low,NO
956,80,140588,PhD,Other,Self-employed,Widowed,5,Yes,Rural,Low,Never,1,7,Occasionally,Internet,No,Low,Medium,NO
957,39,30997,High School,Other,Self-employed,Widowed,0,Yes,Urban,Low,Never,6,4,Never,TV,No,High,Medium,NO
958,43,94751,PhD,Other,Employed,Divorced,4,No,Urban,High,Often,7,6,Occasionally,TV,No,Medium,Medium,YES
959,45,113605,High School,Female,Retired,Widowed,2,No,Urban,Medium,Always,0,6,Occasionally,TV,No,Medium,Medium,NO
960,66,70533,No Formal Education,Other,Self-employed,Divorced,0,Yes,Suburban,Low,Rarely,2,4,Regularly,Newspaper,No,Low,Low,YES
961,88,97566,Bachelor,Female,Employed,Married,0,Yes,Rural,High,Often,6,7,Never,TV,No,Medium,Low,YES
962,66,123255,No Formal Education,Female,Student,Divorced,4,Yes,Suburban,High,Rarely,8,8,Regularly,TV,Yes,Low,High,YES
963,37,73005,No Formal Education,Male,Self-employed,Widowed,2,Yes,Rural,Medium,Always,7,3,Regularly,Internet,Yes,High,High,NO
964,80,58541,PhD,Male,Retired,Married,1,No,Urban,Medium,Never,7,3,Never,TV,Yes,Medium,High,NO
965,78,38387,Bachelor,Other,Self-employed,Divorced,4,Yes,Urban,Low,Rarely,8,7,Regularly,TV,No,High,Medium,NO
966,66,108980,High School,Female,Student,Widowed,2,No,Urban,Low,Always,9,0,Occasionally,Social Media,No,Medium,Medium,YES
967,88,100457,High School,Male,Self-employed,Single,0,No,Urban,Low,Always,2,3,Regularly,Newspaper,Yes,Medium,Low,YES
968,18,79028,Master,Other,Retired,Single,2,Yes,Rural,High,Never,7,5,Never,Social Media,Yes,High,High,NO
969,30,134246,High School,Male,Employed,Divorced,0,No,Urban,Low,Never,0,3,Occasionally,Internet,No,Medium,Low,YES
970,68,70731,PhD,Male,Retired,Divorced,4,Yes,Rural,High,Always,7,5,Occasionally,Newspaper,No,High,High,NO
971,73,59638,No Formal Education,Female,Employed,Single,5,No,Rural,Low,Always,6,4,Occasionally,Newspaper,No,High,High,YES
972,79,35567,No Formal Education,Female,Unemployed,Widowed,4,No,Suburban,Medium,Rarely,7,8,Occasionally,Social Media,No,Low,High,YES
973,49,72804,No Formal Education,Male,Retired,Widowed,3,Yes,Urban,Medium,Always,0,9,Regularly,Newspaper,No,High,Medium,YES
974,47,123821,Bachelor,Male,Retired,Widowed,3,No,Urban,High,Always,5,8,Regularly,Social Media,No,Low,High,YES
975,46,18754,High School,Female,Student,Divorced,3,No,Suburban,Medium,Rarely,6,3,Occasionally,TV,No,High,High,YES
976,66,42044,PhD,Other,Self-employed,Married,4,Yes,Rural,High,Often,4,3,Never,Social Media,No,Medium,Medium,YES
977,62,82260,Bachelor,Female,Employed,Married,1,No,Urban,High,Rarely,4,7,Occasionally,Newspaper,Yes,High,High,YES
978,47,81912,Master,Male,Employed,Married,4,No,Rural,Medium,Rarely,6,9,Regularly,Newspaper,No,Medium,Medium,NO
979,33,23706,PhD,Other,Student,Married,5,Yes,Suburban,High,Never,2,3,Occasionally,Internet,No,Low,Medium,YES
980,57,23894,PhD,Male,Student,Married,2,Yes,Rural,Medium,Rarely,5,1,Regularly,Internet,No,Medium,Low,YES
981,36,98986,PhD,Other,Self-employed,Divorced,4,No,Urban,Low,Always,6,1,Occasionally,Internet,Yes,High,Medium,NO
982,35,96942,No Formal Education,Male,Self-employed,Divorced,4,No,Rural,Low,Always,0,0,Never,Internet,Yes,Medium,Medium,NO
983,18,44725,PhD,Other,Retired,Married,0,No,Rural,Medium,Always,1,4,Occasionally,Newspaper,No,Low,Medium,NO
984,64,119555,High School,Other,Unemployed,Divorced,0,Yes,Urban,Medium,Often,3,5,Never,Internet,Yes,Medium,High,NO
985,83,24496,PhD,Male,Self-employed,Divorced,0,No,Urban,Medium,Always,7,8,Never,Social Media,Yes,Medium,Low,YES
986,55,71447,No Formal Education,Other,Student,Married,4,No,Rural,Medium,Often,9,4,Occasionally,TV,Yes,High,High,YES
987,68,116604,PhD,Female,Self-employed,Widowed,1,No,Rural,Low,Always,5,5,Never,Newspaper,No,High,Medium,NO
988,80,103199,Master,Male,Employed,Divorced,2,No,Suburban,High,Rarely,0,5,Never,Internet,No,Medium,Medium,YES
989,21,56321,Master,Female,Unemployed,Widowed,2,No,Urban,High,Never,9,2,Regularly,Newspaper,No,Low,Low,NO
990,18,70147,No Formal Education,Male,Retired,Divorced,5,No,Rural,Low,Always,4,3,Regularly,Internet,No,Medium,Low,YES
991,25,106396,High School,Other,Employed,Divorced,1,Yes,Urban,High,Often,6,0,Never,Newspaper,No,Low,Medium,YES
992,46,53787,High School,Other,Employed,Married,1,Yes,Suburban,Low,Often,5,3,Occasionally,Internet,No,Low,Medium,YES
993,72,36727,Bachelor,Other,Unemployed,Divorced,2,No,Rural,High,Never,8,0,Never,TV,No,Low,High,YES
994,20,110081,No Formal Education,Male,Retired,Single,3,No,Rural,Medium,Always,7,4,Occasionally,Internet,Yes,Medium,Medium,YES
995,49,137721,PhD,Female,Student,Single,0,Yes,Rural,Medium,Rarely,3,7,Regularly,Social Media,No,Low,High,NO
996,27,83056,No Formal Education,Female,Retired,Married,0,Yes,Urban,Medium,Always,4,7,Occasionally,Newspaper,No,Medium,Low,YES
997,51,149153,Bachelor,Male,Self-employed,Widowed,2,Yes,Suburban,Low,Always,6,4,Never,Newspaper,No,Low,High,YES
998,72,95102,No Formal Education,Male,Employed,Widowed,1,No,Urban,Low,Never,7,9,Never,Social Media,No,Low,Medium,YES
999,49,91865,No Formal Education,Female,Self-employed,Widowed,5,No,Rural,High,Always,4,1,Never,Social Media,No,Medium,High,YES
1000,67,82695,Bachelor,Female,Student,Single,3,No,Suburban,High,Rarely,8,5,Never,TV,No,High,High,YES
