age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
23,self-employed,married,tertiary,no,98751,yes,no,telephone,25,dec,2389,4,-1,0,unknown,yes
47,technician,single,tertiary,no,22775,yes,no,cellular,17,feb,2158,1,-1,0,unknown,yes
58,student,married,primary,no,31244,yes,no,cellular,20,may,2817,13,-1,0,unknown,yes
89,entrepreneur,single,secondary,no,38193,yes,no,cellular,5,nov,517,8,-1,0,unknown,yes
38,technician,single,secondary,no,70165,no,no,cellular,13,nov,51,3,-1,0,unknown,yes
73,technician,single,secondary,no,2948,no,no,cellular,21,sep,1203,20,90,8,failure,no
43,unemployed,divorced,secondary,no,76579,yes,no,cellular,22,jan,1503,8,-1,0,unknown,yes
29,retired,married,secondary,no,74818,yes,yes,telephone,30,feb,2281,10,-1,0,unknown,no
89,housemaid,married,unknown,no,77477,no,no,cellular,1,may,746,14,-1,0,unknown,yes
82,retired,married,primary,no,31776,no,no,cellular,23,aug,1574,19,-1,0,unknown,yes
61,entrepreneur,married,tertiary,no,61172,yes,yes,cellular,8,nov,2902,8,-1,0,unknown,yes
63,self-employed,married,tertiary,no,35655,yes,no,telephone,3,sep,761,16,112,10,failure,yes
42,entrepreneur,married,secondary,no,32787,yes,no,cellular,20,jun,668,4,41,8,success,yes
87,admin.,married,secondary,no,73303,no,no,unknown,30,sep,1177,13,296,3,unknown,yes
79,self-employed,single,secondary,no,99699,yes,no,cellular,15,jun,2853,1,108,7,success,yes
51,services,married,secondary,no,78358,yes,no,cellular,14,dec,3110,12,-1,0,unknown,yes
75,services,married,unknown,no,11090,no,no,cellular,28,jul,833,5,-1,0,unknown,yes
78,admin.,single,secondary,no,80660,yes,no,telephone,10,may,2332,19,51,3,unknown,yes
78,unemployed,single,tertiary,no,45226,yes,no,cellular,1,jul,526,12,-1,0,unknown,yes
43,housemaid,married,secondary,no,35304,yes,no,cellular,24,aug,351,13,-1,0,unknown,yes
36,services,married,tertiary,no,78256,yes,no,cellular,6,jun,964,11,150,5,success,yes
74,blue-collar,married,secondary,no,19930,yes,yes,telephone,22,may,3076,3,204,2,unknown,yes
78,self-employed,single,tertiary,no,8911,yes,no,cellular,30,jul,1297,8,146,8,success,no
39,admin.,single,secondary,no,60410,yes,no,telephone,18,aug,583,18,306,8,success,yes
90,student,married,secondary,no,43504,yes,no,cellular,10,jun,1718,9,6,1,success,yes
35,blue-collar,single,secondary,no,62478,no,no,cellular,14,may,2475,8,-1,0,unknown,yes
42,student,divorced,secondary,no,91708,no,no,cellular,9,feb,1759,8,-1,0,unknown,yes
52,retired,married,secondary,no,22641,no,no,cellular,21,aug,2560,15,319,8,failure,no
24,self-employed,single,unknown,no,14389,no,no,cellular,5,jan,2051,7,160,8,other,yes
22,blue-collar,single,tertiary,no,32931,no,yes,cellular,7,may,3377,13,-1,0,unknown,no
49,student,married,secondary,no,2392,yes,no,cellular,22,apr,1966,13,-1,0,unknown,no
57,blue-collar,single,tertiary,no,70034,yes,no,cellular,7,jun,243,7,-1,0,unknown,no
48,unemployed,married,primary,no,74637,yes,no,cellular,2,oct,3239,16,-1,0,unknown,no
29,management,single,primary,no,97557,no,yes,cellular,23,sep,3271,4,120,6,other,yes
62,entrepreneur,married,primary,no,92948,yes,no,cellular,15,sep,1237,18,-1,0,unknown,no
41,self-employed,married,tertiary,no,76470,no,no,cellular,5,aug,1241,9,-1,0,unknown,yes
82,student,married,tertiary,no,45720,no,no,telephone,22,sep,3384,13,350,8,other,no
54,blue-collar,married,secondary,no,84362,yes,no,cellular,28,jan,857,4,-1,0,unknown,no
67,unemployed,married,secondary,no,4433,yes,no,cellular,30,apr,2715,16,-1,0,unknown,no
28,entrepreneur,married,primary,no,52519,no,no,cellular,20,may,2196,2,-1,0,unknown,yes
27,management,divorced,primary,no,67685,yes,no,cellular,19,nov,762,18,-1,0,unknown,yes
31,unemployed,married,tertiary,no,53977,no,no,cellular,13,sep,1412,6,-1,0,unknown,yes
63,blue-collar,married,unknown,no,52046,no,no,telephone,20,apr,2336,18,282,5,failure,yes
68,admin.,married,unknown,no,65844,yes,no,cellular,8,apr,3535,11,354,5,other,yes
37,technician,single,secondary,no,46114,no,no,cellular,10,feb,2366,13,-1,0,unknown,yes
27,blue-collar,married,primary,no,88386,no,no,cellular,21,may,183,19,-1,0,unknown,no
25,blue-collar,married,tertiary,no,13799,no,no,cellular,20,jan,2626,13,269,1,failure,yes
59,self-employed,married,primary,no,49495,no,no,cellular,3,apr,1799,10,-1,0,unknown,no
61,technician,married,tertiary,no,32413,yes,no,telephone,5,mar,1999,18,203,10,failure,yes
85,management,single,secondary,no,87749,no,yes,cellular,14,jun,1456,7,305,1,other,no
62,housemaid,married,tertiary,no,55732,yes,no,cellular,12,mar,3133,3,28,4,other,yes
54,admin.,married,tertiary,no,59759,yes,no,cellular,7,sep,2173,9,-1,0,unknown,yes
36,unemployed,single,secondary,no,3699,yes,yes,cellular,23,oct,1141,2,-1,0,unknown,no
19,technician,married,secondary,no,84520,yes,yes,cellular,29,nov,1613,8,-1,0,unknown,yes
30,blue-collar,married,secondary,no,24066,yes,no,telephone,1,jan,1043,17,251,7,success,no
63,blue-collar,married,secondary,no,63700,yes,yes,cellular,13,jan,2303,9,175,7,success,no
66,self-employed,divorced,secondary,no,27809,yes,no,cellular,10,oct,1378,15,-1,0,unknown,yes
35,housemaid,married,tertiary,no,38501,no,no,telephone,14,mar,2717,19,-1,0,unknown,yes
89,self-employed,divorced,primary,no,17073,no,no,telephone,14,jul,1272,15,-1,0,unknown,yes
53,services,married,primary,no,97935,no,no,cellular,20,apr,2472,8,14,6,unknown,yes
35,self-employed,married,secondary,no,22114,no,no,cellular,7,apr,162,14,-1,0,unknown,no
19,retired,divorced,secondary,no,24585,no,yes,telephone,15,oct,2036,11,-1,0,unknown,yes
72,student,married,secondary,no,92398,yes,no,telephone,20,sep,2181,2,-1,0,unknown,yes
23,management,married,secondary,no,71098,yes,no,unknown,7,may,1830,13,-1,0,unknown,yes
54,entrepreneur,single,secondary,no,88433,yes,yes,telephone,15,feb,2989,17,300,9,failure,no
70,blue-collar,married,primary,no,91406,no,no,cellular,11,dec,2686,6,-1,0,unknown,no
32,entrepreneur,married,primary,no,93272,no,no,telephone,13,sep,1588,2,-1,0,unknown,yes
90,unemployed,married,primary,no,98814,no,no,cellular,25,aug,1212,6,68,4,unknown,yes
19,entrepreneur,married,secondary,no,77689,no,no,cellular,16,aug,1709,15,308,1,failure,yes
89,management,single,primary,no,2813,yes,yes,cellular,20,may,1386,3,214,3,failure,no
54,housemaid,married,tertiary,no,71685,yes,no,cellular,30,jan,411,10,195,2,other,yes
26,retired,married,primary,no,41150,yes,no,cellular,20,jan,477,19,-1,0,unknown,yes
29,entrepreneur,married,secondary,no,90642,yes,no,cellular,17,oct,2582,12,-1,0,unknown,yes
81,self-employed,married,secondary,no,77876,yes,no,cellular,4,jan,1934,4,-1,0,unknown,yes
71,student,single,secondary,no,25831,yes,no,cellular,26,feb,1290,10,-1,0,unknown,yes
18,technician,married,secondary,no,78739,no,no,cellular,27,jun,2784,16,-1,0,unknown,yes
35,entrepreneur,single,secondary,no,41923,yes,no,telephone,2,sep,1256,19,-1,0,unknown,yes
86,admin.,single,tertiary,no,44346,yes,yes,telephone,11,jul,2596,18,-1,0,unknown,no
67,services,married,tertiary,no,90440,no,no,cellular,3,aug,1003,12,-1,0,unknown,yes
45,self-employed,married,primary,no,99946,yes,yes,cellular,26,aug,2078,5,248,9,failure,yes
30,self-employed,married,primary,no,58210,yes,no,cellular,10,jan,2844,20,-1,0,unknown,yes
23,technician,married,secondary,no,73701,no,no,cellular,7,apr,1203,9,-1,0,unknown,yes
33,retired,single,secondary,yes,79650,yes,yes,cellular,18,jun,1140,5,-1,0,unknown,no
54,housemaid,single,primary,no,42399,yes,yes,cellular,29,nov,236,4,-1,0,unknown,no
29,student,married,tertiary,no,80505,no,no,cellular,10,jun,3378,7,-1,0,unknown,yes
86,technician,divorced,tertiary,no,15274,yes,no,cellular,4,aug,1301,15,-1,0,unknown,yes
36,housemaid,single,secondary,no,85186,yes,no,cellular,16,jan,297,16,246,8,other,no
54,blue-collar,married,primary,no,91621,no,no,cellular,26,may,2212,15,-1,0,unknown,yes
49,self-employed,single,secondary,no,25294,no,no,telephone,14,oct,3254,11,-1,0,unknown,yes
27,housemaid,married,primary,no,40647,yes,no,cellular,31,jul,315,20,306,7,failure,yes
25,technician,single,primary,no,96957,no,yes,cellular,5,aug,2206,10,-1,0,unknown,yes
43,management,married,secondary,no,87071,yes,no,cellular,30,jun,395,19,262,7,other,yes
25,blue-collar,divorced,unknown,yes,71404,no,no,telephone,28,jan,993,14,-1,0,unknown,no
68,unemployed,married,secondary,no,69449,yes,no,cellular,18,jul,3484,12,-1,0,unknown,no
34,services,single,secondary,no,61792,no,no,cellular,5,nov,3331,14,-1,0,unknown,yes
72,housemaid,single,secondary,no,56988,yes,no,cellular,1,oct,2070,8,-1,0,unknown,yes
87,housemaid,married,unknown,no,90390,yes,no,unknown,3,mar,3020,17,-1,0,unknown,yes
53,entrepreneur,married,secondary,no,30142,yes,no,unknown,3,nov,2625,18,-1,0,unknown,yes
24,blue-collar,married,primary,no,59503,yes,no,cellular,26,may,1214,6,306,5,success,yes
25,unemployed,married,primary,no,36240,no,no,cellular,3,mar,2100,3,-1,0,unknown,yes
34,housemaid,single,tertiary,yes,12621,no,no,telephone,22,aug,1544,6,359,4,success,yes
22,blue-collar,divorced,unknown,no,18204,no,no,cellular,13,apr,2736,15,-1,0,unknown,no
62,admin.,married,tertiary,no,19967,yes,no,cellular,31,sep,987,13,-1,0,unknown,yes
51,services,married,secondary,no,56827,yes,no,cellular,31,jan,428,18,-1,0,unknown,yes
73,housemaid,divorced,tertiary,no,33007,no,no,cellular,15,nov,3098,8,-1,0,unknown,yes
42,self-employed,married,tertiary,no,69776,yes,yes,cellular,14,feb,2181,4,-1,0,unknown,yes
54,retired,single,primary,no,75874,no,no,unknown,21,feb,2930,4,310,3,failure,yes
90,services,divorced,tertiary,no,59204,no,yes,cellular,9,jul,2865,11,38,5,other,yes
60,admin.,single,tertiary,no,7096,yes,no,cellular,6,nov,2045,4,221,4,success,no
74,retired,single,primary,no,30846,no,yes,cellular,21,nov,33,2,-1,0,unknown,no
52,services,married,tertiary,no,65552,no,no,cellular,13,dec,3228,3,-1,0,unknown,no
79,technician,married,tertiary,no,87369,yes,yes,unknown,21,feb,1526,18,-1,0,unknown,no
61,technician,married,tertiary,no,24623,yes,yes,cellular,7,may,2880,13,-1,0,unknown,no
63,entrepreneur,single,secondary,no,16342,yes,yes,unknown,8,aug,1622,3,-1,0,unknown,yes
81,self-employed,divorced,tertiary,no,151,yes,yes,telephone,2,jul,514,7,-1,0,unknown,no
84,entrepreneur,divorced,tertiary,no,95131,yes,no,cellular,5,aug,2708,1,-1,0,unknown,yes
23,management,married,primary,no,4548,no,no,cellular,20,mar,3451,19,55,2,success,yes
46,technician,married,secondary,no,94721,no,no,unknown,19,sep,592,11,-1,0,unknown,yes
23,housemaid,single,primary,no,97293,yes,no,cellular,15,apr,2413,2,324,10,failure,no
80,technician,single,primary,no,83426,no,no,cellular,26,aug,2865,5,328,5,success,yes
40,housemaid,married,secondary,no,78222,no,no,telephone,12,jul,48,18,61,9,other,no
64,self-employed,married,secondary,no,25277,yes,no,telephone,22,aug,2067,6,23,1,success,yes
73,retired,married,tertiary,no,3677,yes,yes,cellular,6,jan,2016,17,121,8,success,yes
43,unemployed,divorced,secondary,no,27855,yes,no,telephone,13,apr,331,16,-1,0,unknown,no
73,services,single,secondary,no,46953,yes,no,cellular,9,apr,1405,5,292,1,failure,no
77,entrepreneur,married,tertiary,no,36687,no,no,cellular,20,mar,2397,18,-1,0,unknown,no
84,entrepreneur,married,secondary,no,58655,yes,no,telephone,8,apr,1370,14,-1,0,unknown,yes
37,housemaid,divorced,secondary,no,59689,no,no,cellular,13,aug,3346,4,-1,0,unknown,yes
89,admin.,married,secondary,no,44976,yes,no,cellular,16,nov,1278,6,-1,0,unknown,yes
21,entrepreneur,married,primary,no,22241,no,no,cellular,21,jan,3554,3,-1,0,unknown,yes
85,admin.,single,tertiary,no,78281,yes,no,telephone,3,oct,1405,2,-1,0,unknown,yes
64,admin.,single,secondary,no,45916,yes,no,telephone,18,dec,3198,7,172,4,success,yes
44,management,married,tertiary,no,53434,yes,yes,cellular,16,sep,2187,4,-1,0,unknown,yes
86,retired,married,secondary,no,88862,no,no,cellular,29,aug,387,3,-1,0,unknown,no
27,technician,single,primary,no,17726,no,no,cellular,10,jul,2825,18,-1,0,unknown,yes
71,entrepreneur,married,primary,no,888,no,no,telephone,21,jun,1716,19,331,6,success,yes
85,self-employed,married,secondary,no,38172,yes,no,cellular,10,jan,637,12,86,10,other,yes
54,services,divorced,tertiary,no,85340,no,no,cellular,11,oct,548,15,95,4,success,no
58,blue-collar,single,secondary,no,67945,yes,no,cellular,16,mar,1906,11,280,9,failure,yes
78,retired,divorced,tertiary,no,85410,yes,no,telephone,15,jun,2852,4,-1,0,unknown,yes
35,unemployed,married,secondary,no,26883,yes,yes,cellular,21,apr,2419,17,143,4,unknown,no
86,entrepreneur,married,unknown,no,49697,yes,no,cellular,31,jan,2761,12,-1,0,unknown,yes
72,blue-collar,married,primary,no,38381,no,no,cellular,24,aug,3067,14,-1,0,unknown,yes
72,student,single,secondary,no,25234,yes,no,cellular,11,feb,2449,13,210,5,failure,yes
90,services,single,tertiary,no,62302,yes,no,telephone,10,aug,2320,15,2,3,failure,yes
78,technician,married,tertiary,no,62472,no,no,cellular,25,may,2049,3,-1,0,unknown,yes
79,housemaid,married,secondary,no,88996,no,no,telephone,1,may,697,19,164,8,other,no
38,admin.,single,secondary,no,44659,yes,no,cellular,3,sep,823,6,-1,0,unknown,yes
39,self-employed,married,secondary,no,37462,yes,no,cellular,18,oct,1470,5,266,5,failure,yes
61,services,single,primary,no,22696,no,no,cellular,31,sep,3495,18,-1,0,unknown,yes
32,student,married,primary,no,277,yes,no,cellular,27,aug,2477,17,-1,0,unknown,no
61,services,married,primary,no,27144,yes,no,cellular,10,mar,889,5,-1,0,unknown,yes
32,technician,single,secondary,no,23736,yes,no,cellular,2,aug,517,9,155,1,other,yes
44,housemaid,divorced,secondary,no,9898,yes,no,cellular,19,jun,1472,6,-1,0,unknown,yes
48,self-employed,married,primary,no,-168,yes,no,unknown,6,sep,47,4,-1,0,unknown,no
82,entrepreneur,married,secondary,no,12067,yes,no,cellular,7,sep,962,14,161,2,success,yes
81,blue-collar,married,secondary,no,41006,yes,no,cellular,24,may,2844,15,209,5,other,yes
26,entrepreneur,divorced,secondary,yes,86363,yes,yes,cellular,22,nov,378,4,206,10,other,no
39,technician,married,secondary,no,50990,yes,no,telephone,9,dec,3167,19,-1,0,unknown,yes
69,blue-collar,married,secondary,no,61508,yes,yes,cellular,4,may,2034,16,69,1,unknown,no
24,technician,married,primary,no,77244,no,yes,cellular,4,feb,2737,17,-1,0,unknown,yes
43,retired,married,secondary,no,43038,no,no,cellular,25,jan,1792,4,-1,0,unknown,yes
66,entrepreneur,married,primary,no,37720,no,no,cellular,10,dec,1623,16,-1,0,unknown,yes
80,unemployed,married,secondary,no,71695,no,no,cellular,16,oct,1577,20,-1,0,unknown,yes
54,blue-collar,single,secondary,no,46026,yes,no,cellular,29,nov,1427,13,177,6,failure,no
49,management,single,secondary,no,88176,yes,no,cellular,1,sep,1365,2,-1,0,unknown,yes
90,self-employed,divorced,secondary,no,75068,yes,no,cellular,11,oct,430,16,346,4,failure,yes
61,services,married,secondary,no,63136,no,no,cellular,28,sep,906,10,153,10,failure,yes
29,housemaid,single,secondary,no,67607,yes,no,telephone,21,may,2097,10,-1,0,unknown,yes
43,student,married,secondary,no,98065,yes,no,cellular,17,mar,2392,16,240,5,other,yes
73,housemaid,married,primary,no,58619,yes,yes,cellular,10,jul,1710,11,-1,0,unknown,no
26,unemployed,single,secondary,no,82678,yes,no,cellular,8,feb,644,7,159,8,success,yes
72,unemployed,divorced,secondary,no,1819,yes,no,cellular,6,nov,3521,2,-1,0,unknown,no
80,admin.,single,tertiary,no,37056,no,no,cellular,12,nov,2722,3,-1,0,unknown,yes
35,management,single,tertiary,no,66414,no,no,telephone,17,may,2063,3,63,6,failure,yes
67,management,divorced,secondary,no,26063,no,no,cellular,19,jan,2038,18,-1,0,unknown,yes
58,self-employed,married,tertiary,no,16993,yes,no,telephone,1,nov,2511,2,-1,0,unknown,yes
24,unemployed,single,secondary,no,89831,yes,no,cellular,28,apr,3542,15,-1,0,unknown,yes
68,retired,married,tertiary,no,36983,yes,no,telephone,21,jun,3356,14,-1,0,unknown,yes
28,entrepreneur,married,secondary,no,92029,yes,no,cellular,6,dec,1098,17,216,10,success,yes
59,entrepreneur,married,tertiary,no,22083,no,no,cellular,13,apr,2603,10,43,2,failure,yes
34,housemaid,married,tertiary,no,60700,no,yes,cellular,19,jun,3304,10,213,6,failure,yes
46,admin.,divorced,tertiary,no,80133,yes,yes,cellular,9,dec,3519,6,317,7,success,no
65,services,divorced,primary,no,55037,no,no,telephone,16,feb,949,7,137,5,success,yes
73,management,married,unknown,no,86760,yes,no,telephone,1,may,1102,8,-1,0,unknown,yes
65,housemaid,married,secondary,yes,15459,no,no,cellular,7,dec,1600,14,-1,0,unknown,no
50,technician,single,primary,no,28781,yes,no,cellular,22,oct,2936,2,259,10,failure,yes
65,services,divorced,secondary,no,32116,yes,no,cellular,15,mar,397,11,-1,0,unknown,yes
51,technician,married,unknown,no,34831,no,no,cellular,29,may,2540,9,-1,0,unknown,yes
39,blue-collar,married,secondary,no,70833,no,no,telephone,2,apr,638,2,19,8,failure,yes
73,technician,divorced,tertiary,no,44729,no,no,cellular,4,dec,3580,5,48,4,other,no
39,self-employed,married,secondary,no,25839,no,no,cellular,19,mar,1735,3,256,2,other,no
33,student,married,tertiary,no,40406,yes,yes,telephone,22,aug,1889,9,-1,0,unknown,no
18,blue-collar,divorced,secondary,no,40587,no,no,telephone,26,oct,559,7,-1,0,unknown,yes
54,blue-collar,married,tertiary,no,76943,yes,no,cellular,31,jul,395,1,-1,0,unknown,no
69,retired,married,unknown,no,37131,yes,no,telephone,10,nov,2501,5,-1,0,unknown,no
65,self-employed,single,secondary,no,33190,yes,no,telephone,26,jun,2544,6,-1,0,unknown,yes
23,self-employed,married,secondary,no,87946,no,no,cellular,21,sep,373,10,-1,0,unknown,no
79,retired,single,primary,no,30591,yes,no,cellular,3,jan,2132,4,-1,0,unknown,yes
77,unemployed,married,tertiary,no,74751,yes,no,cellular,22,aug,765,6,-1,0,unknown,no
71,retired,married,tertiary,no,56975,no,no,unknown,28,mar,894,6,310,5,other,no
86,admin.,single,primary,no,60537,yes,no,cellular,24,oct,3003,16,316,6,success,yes
68,retired,single,primary,no,82,no,no,cellular,16,nov,624,8,-1,0,unknown,yes
86,management,single,tertiary,no,53296,yes,no,cellular,23,aug,2016,16,231,10,failure,yes
68,admin.,married,primary,no,54595,no,no,telephone,20,dec,2300,10,205,8,success,yes
80,management,married,secondary,no,39399,yes,no,cellular,29,aug,508,16,-1,0,unknown,yes
75,student,single,secondary,no,43068,yes,no,cellular,22,jun,2496,15,151,7,other,yes
64,entrepreneur,married,tertiary,no,35022,no,yes,cellular,6,apr,670,20,-1,0,unknown,yes
81,retired,single,secondary,no,45026,no,no,cellular,27,sep,160,3,59,10,failure,yes
80,retired,divorced,tertiary,no,98937,no,no,cellular,23,sep,2505,4,-1,0,unknown,yes
74,entrepreneur,divorced,tertiary,no,78028,no,no,cellular,18,jan,2107,4,61,4,other,no
55,entrepreneur,married,secondary,no,18223,no,no,cellular,28,apr,1828,14,-1,0,unknown,no
78,blue-collar,single,primary,no,91742,no,no,cellular,5,sep,1757,8,220,7,other,yes
84,unemployed,married,primary,no,-697,no,no,cellular,11,jun,1675,6,-1,0,unknown,yes
22,unemployed,divorced,primary,no,80786,no,no,telephone,10,jul,1676,18,-1,0,unknown,yes
58,blue-collar,single,secondary,no,17249,no,no,cellular,18,oct,3259,20,-1,0,unknown,yes
69,management,divorced,primary,no,49117,no,no,cellular,18,may,905,3,-1,0,unknown,yes
61,unemployed,single,primary,no,75660,yes,no,cellular,14,sep,482,2,-1,0,unknown,yes
82,blue-collar,single,tertiary,no,56816,yes,no,cellular,8,dec,2412,19,-1,0,unknown,yes
86,housemaid,single,secondary,no,91697,yes,yes,cellular,24,apr,461,11,-1,0,unknown,no
42,blue-collar,married,primary,no,52008,yes,yes,telephone,16,apr,1857,3,-1,0,unknown,yes
89,self-employed,married,tertiary,no,81422,yes,no,telephone,16,dec,1737,6,66,8,success,no
83,self-employed,single,secondary,no,95844,yes,no,telephone,4,oct,3521,14,190,10,failure,yes
